DatasetID,year1,author1,y:Value,y,dy,x1:ResEn,x1(eV),dx1(eV),x2:IncEn,x2(eV),dx2(eV),x3:SecEn,x3(eV),dx3(eV),x4:Angle,x4(deg),dx4(deg),x5:Num,x5,dx5,x6:Other,x6,dx6,x7:Prod,ProdZA,ProdM,zaTarg1,Targ1,Proj,Emiss,Prod1,MF,MT,ReacType,Quant1,nx,indVars,Reacode
O1968002,2011,V.Foteinou+,Data(B/SR),0.00376,1.7e-4,null,,,EN(EV),1.291e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00389,1.8e-4,null,,,EN(EV),1.316e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00384,1.7e-4,null,,,EN(EV),1.341e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00377,1.7e-4,null,,,EN(EV),1.366e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00368,1.7e-4,null,,,EN(EV),1.391e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00351,1.6e-4,null,,,EN(EV),1.416e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00344,1.4e-4,null,,,EN(EV),1.441e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00355,1.6e-4,null,,,EN(EV),1.466e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.0035,1.6e-4,null,,,EN(EV),1.491e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00358,1.6e-4,null,,,EN(EV),1.516e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00349,1.6e-4,null,,,EN(EV),1.541e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00355,1.6e-4,null,,,EN(EV),1.566e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00354,1.6e-4,null,,,EN(EV),1.592e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00333,1.5e-4,null,,,EN(EV),1.617e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00345,1.6e-4,null,,,EN(EV),1.642e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00328,1.5e-4,null,,,EN(EV),1.667e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00339,1.5e-4,null,,,EN(EV),1.692e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.0034,1.5e-4,null,,,EN(EV),1.717e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00329,1.5e-4,null,,,EN(EV),1.742e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.0033,1.5e-4,null,,,EN(EV),1.767e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00336,1.5e-4,null,,,EN(EV),1.792e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00327,1.5e-4,null,,,EN(EV),1.817e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.0033,1.5e-4,null,,,EN(EV),1.842e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00326,1.4e-4,null,,,EN(EV),1.867e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00318,1.4e-4,null,,,EN(EV),1.892e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00322,1.4e-4,null,,,EN(EV),1.917e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00331,1.5e-4,null,,,EN(EV),1.942e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00315,1.4e-4,null,,,EN(EV),1.967e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
O1968002,2011,V.Foteinou+,Data(B/SR),0.00317,1.4e-4,null,,,EN(EV),1.992e+6,2000,null,,,ANG(ADEG),170,,null,,,null,,,null,,,3006,3-LI-6,D,A,2-HE-4,4,107,DA,DA,2,24,"3-LI-6(D,A)2-HE-4,,DA"
